Item_Id,Low_Cap_Price
IT_269468,1418
IT_269520,5294
IT_269525,4724
IT_269528,4957
IT_269532,5831
IT_269540,5466
IT_269546,5782
IT_269559,3264
IT_269606,2480
IT_269639,12457
IT_269689,3167
IT_269705,2624
IT_269742,4348
IT_269748,4760
IT_269759,6042
IT_269769,4844
IT_269784,2629
IT_269785,2621
IT_269813,2670
IT_269834,3404
IT_269899,2247
IT_269900,1755
IT_269903,5845
IT_269907,2051
IT_269923,2598
IT_269943,3888
IT_269964,4333
IT_269969,6087
IT_269971,4472
IT_269976,5504
IT_269984,5959
IT_269996,3518
IT_270011,6346
IT_270025,2581
IT_270029,3509
IT_270036,2398
IT_270057,3686
IT_270086,1397
IT_270129,5856
IT_270157,3197
IT_270254,8431
IT_270264,5284
IT_270268,1743
IT_270282,2461
IT_270297,2509
IT_270330,5600
IT_270332,4622
IT_270341,3540
IT_270342,5953
IT_270394,3060
IT_270427,3573
IT_270428,7991
IT_270485,2085
IT_270500,2230
IT_270537,3992
IT_270543,5597
IT_270545,4709
IT_270549,5236
IT_270556,3833
IT_270566,4396
IT_270628,10508
IT_270642,1970
IT_270674,5289
IT_270675,4346
IT_270682,5404
IT_270716,3239
IT_270747,3659
IT_270839,2737
IT_270873,4455
IT_270887,4438
IT_270898,5788
IT_270943,2786
IT_270951,2596
IT_270974,8383
IT_270980,7388
IT_271071,2228
IT_271121,5274
IT_271158,5150
IT_271172,3013
IT_271207,3710
IT_271254,10192
IT_271308,4061
IT_271313,5810
IT_271349,5553
IT_271365,2899
IT_271437,9049
IT_271463,2569
IT_271517,4520
IT_271533,3894
IT_271538,5281
IT_271541,5121
IT_271604,2640
IT_271625,6693
IT_271664,4505
IT_271713,2519
IT_271758,3900
IT_271778,5889
IT_271801,2343
IT_271810,2867
IT_271832,2830
IT_271841,2311
IT_271903,7022
IT_271927,11205
IT_271990,4061
IT_271996,4804
IT_272007,5463
IT_272010,3645
IT_272026,3245
IT_272121,4828
IT_272146,2773
IT_272152,2287
IT_272264,1930
IT_272281,2247
IT_272321,4094
IT_272329,4585
IT_272333,5112
IT_272336,5574
IT_272339,5704
IT_272346,4254
IT_272351,3585
IT_272359,3042
IT_272368,5361
IT_272385,2899
IT_272495,2278
IT_272553,3932
IT_272568,5495
IT_272580,3456
IT_272583,4910
IT_272611,2803
IT_272682,2080
IT_272735,3856
IT_272757,4172
IT_272762,3636
IT_272795,2665
IT_272828,6115
IT_272902,2139
IT_272938,4224
IT_272958,4126
IT_272965,3959
IT_272973,5686
IT_272975,3286
IT_272995,4744
IT_273028,2744
IT_273133,3818
IT_273134,5833
IT_273138,2129
IT_273152,2284
IT_273194,3892
IT_273200,4221
IT_273221,4367
IT_273258,2811
IT_273327,8472
IT_273331,5635
IT_273334,10029
IT_273344,2329
IT_273355,2390
IT_273388,4396
IT_273413,4642
IT_273468,4436
IT_273555,2192
IT_273570,2958
IT_273571,3122
IT_273606,6867
IT_273617,3119
IT_273687,1124
IT_273714,2728
IT_273740,2860
IT_273757,4565
IT_273761,3945
IT_273768,4161
IT_273770,4320
IT_273780,5668
IT_273782,5480
IT_273795,3713
IT_273798,4770
IT_273828,2625
IT_273866,3244
IT_273926,2676
IT_273927,2318
IT_273928,1166
IT_273929,1791
IT_273930,2033
IT_273931,794
IT_273954,3302
IT_273977,2427
IT_274019,4616
IT_274029,4318
IT_274035,5134
IT_274039,5671
IT_274074,5443
IT_274123,5029
IT_274215,4790
IT_274218,1833
IT_274220,3531
IT_274237,5448
IT_274241,2793
IT_274268,3158
IT_274282,4612
IT_274294,4419
IT_274305,5091
IT_274313,4257
IT_274318,3727
IT_274321,4788
IT_274327,1873
IT_274328,2931
IT_274332,2571
IT_274349,2652
IT_274354,2844
IT_274434,1592
IT_274439,2630
IT_274440,2656
IT_274441,1360
IT_274442,1884
IT_274443,1941
IT_274444,839
IT_274463,1717
IT_274526,3781
IT_274533,4033
IT_274538,4675
IT_274562,4634
IT_274568,2218
IT_274571,2533
IT_274589,2862
IT_274594,3009
IT_274626,3689
IT_274629,2959
IT_274696,2503
IT_274697,2313
IT_274698,1036
IT_274722,3141
IT_274725,1672
IT_274748,2306
IT_274791,3867
IT_274808,3243
IT_274827,4334
IT_274857,2804
IT_274890,6546
IT_274919,5414
IT_274972,2345
IT_275004,3870
IT_275006,4387
IT_275013,3926
IT_275026,5402
IT_275029,3366
IT_275044,3749
IT_275054,1705
IT_275069,2543
IT_275097,2754
IT_275124,1548
IT_275136,1688
IT_275175,4380
IT_275211,2619
IT_275318,4009
IT_275343,2693
IT_275383,3807
IT_275392,3703
IT_275411,5387
IT_275413,5253
IT_275456,3084
IT_275460,2693
IT_275503,7819
IT_275597,4179
IT_275650,3723
IT_275658,4524
IT_275668,5489
IT_275671,5040
IT_275683,3868
IT_275713,2792
IT_275717,2712
IT_275758,7301
IT_275803,3179
IT_275804,3030
IT_275818,5143
IT_275825,4333
IT_275861,2377
IT_275903,5518
IT_275933,5148
IT_275942,3785
IT_275946,4190
IT_275952,2491
IT_275953,3173
IT_275976,2633
IT_275980,3008
IT_276067,2820
IT_276068,2508
IT_276069,1216
IT_276098,2000
IT_276123,3499
IT_276162,4997
IT_276167,3872
IT_276176,4752
IT_276177,3564
IT_276180,4502
IT_276188,5175
IT_276200,3838
IT_276204,4023
IT_276232,2914
IT_276236,2675
IT_276267,7895
IT_276278,4665
IT_276375,2206
IT_276422,3739
IT_276431,4758
IT_276442,3295
IT_276458,3917
IT_276485,2962
IT_276488,3074
IT_276527,7599
IT_276558,4897
IT_276569,1895
IT_276587,5942
IT_276590,2160
IT_276622,3687
IT_276631,3738
IT_276639,4689
IT_276650,5217
IT_276652,5364
IT_276670,2327
IT_276671,2080
IT_276672,3140
IT_276682,2930
IT_276685,2944
IT_276750,1899
IT_276781,4155
IT_276792,3654
IT_276797,3243
IT_276799,5122
IT_276805,4391
IT_276820,2961
IT_276824,2814
IT_276832,7307
IT_276833,2704
IT_276917,3866
IT_276920,5413
IT_276996,3845
IT_277005,4479
IT_277028,4051
IT_277032,4048
IT_277036,2424
IT_277043,2476
IT_277060,2926
IT_277063,2658
IT_277099,2381
IT_277170,4661
IT_277250,4549
IT_277256,5193
IT_277267,4647
IT_277273,2133
IT_277296,3714
IT_277300,2696
IT_277397,2889
IT_277407,3778
IT_277412,1982
IT_277483,3579
IT_277484,3616
IT_277497,4569
IT_277510,4294
IT_277517,4145
IT_277521,2414
IT_277541,3526
IT_277545,2616
IT_277553,3865
IT_277573,3730
IT_277618,1776
IT_277653,5636
IT_277664,2185
IT_277717,4806
IT_277729,3734
IT_277736,3582
IT_277748,3677
IT_277771,4576
IT_277772,4243
IT_277779,1847
IT_277796,3211
IT_277810,2326
IT_277891,3326
IT_277893,1248
IT_277919,6642
IT_277927,2126
IT_277974,4121
IT_277997,3998
IT_278007,3748
IT_278030,3896
IT_278041,2730
IT_278059,3144
IT_278095,4445
IT_278138,3222
IT_278140,1321
IT_278158,2847
IT_278193,2702
IT_278233,3614
IT_278244,4371
IT_278254,4973
IT_278265,4209
IT_278269,4167
IT_278272,2315
IT_278283,2663
IT_278319,2637
IT_278330,4330
IT_278353,3452
IT_278354,2807
IT_278394,4124
IT_278409,4697
IT_278413,5270
IT_278414,4875
IT_278422,4541
IT_278440,3683
IT_278452,2075
IT_278528,2775
IT_278581,2606
IT_278603,3212
IT_278609,4383
IT_278622,3905
IT_278648,3627
IT_278650,5123
IT_278663,3878
IT_278671,2657
IT_278695,3575
IT_278698,2163
IT_278779,3054
IT_278836,3109
IT_278875,3959
IT_278877,4024
IT_278899,3457
IT_278900,5536
IT_278903,5065
IT_278905,5013
IT_278914,3872
IT_278949,3659
IT_278962,2973
IT_278980,3265
IT_279037,1026
IT_279056,4246
IT_279096,2958
IT_279134,4401
IT_279141,3767
IT_279156,4384
IT_279167,5500
IT_279194,2745
IT_279213,3243
IT_279251,4404
IT_279299,4817
IT_279328,1151
IT_279340,1615
IT_279368,3010
IT_279422,3691
IT_279436,5301
IT_279439,5139
IT_279447,3350
IT_279468,2832
IT_279486,3771
IT_279499,3040
IT_279527,2904
IT_279596,4138
IT_279607,3852
IT_279611,2055
IT_279638,2946
IT_279685,3675
IT_279692,3803
IT_279697,4534
IT_279700,4290
IT_279705,5069
IT_279724,4093
IT_279753,2738
IT_279761,2590
IT_279783,4576
IT_279811,2875
IT_279814,3471
IT_279835,3852
IT_279840,6385
IT_279872,2608
IT_279903,3536
IT_279929,4933
IT_279947,4673
IT_279950,4216
IT_279958,2615
IT_280006,1701
IT_280037,3854
IT_280038,4500
IT_280050,4798
IT_280192,2692
IT_280220,1737
IT_280225,4324
IT_280228,3591
IT_280236,4516
IT_280240,4619
IT_280244,4987
IT_280257,4081
IT_280282,3474
IT_280295,2341
IT_280318,2972
IT_280322,7317
IT_280399,1802
IT_280425,2667
IT_280459,4935
IT_280482,3476
IT_280495,4076
IT_280520,3592
IT_280532,2861
IT_280535,3689
IT_280556,3043
IT_280628,2790
IT_280678,4774
IT_280681,4903
IT_280685,2539
IT_280706,3392
IT_280709,3228
IT_280722,3010
IT_280740,3161
IT_280811,3558
IT_280848,2853
IT_280892,3826
IT_280899,3977
IT_280901,4838
IT_280905,3349
IT_280914,4918
IT_280925,3906
IT_280928,4401
IT_280956,3620
IT_280989,5308
IT_281089,2580
IT_281127,4918
IT_281130,4510
IT_281134,3818
IT_281146,3340
IT_281147,4547
IT_281161,4535
IT_281179,2863
IT_281180,3180
IT_281197,3665
IT_281200,2780
IT_281324,2855
IT_281349,4592
IT_281360,4234
IT_281375,5057
IT_281385,4673
IT_281390,3792
IT_281404,2998
IT_281414,3708
IT_281443,6083
IT_281473,2468
IT_281508,4489
IT_281514,5376
IT_281544,3634
IT_281558,3069
IT_281578,4496
IT_281579,4155
IT_281631,1158
IT_281681,2751
IT_281703,4381
IT_281718,4062
IT_281736,4776
IT_281743,4815
IT_281757,4536
IT_281760,3676
IT_281794,3323
IT_281807,2970
IT_281823,3863
IT_281875,3398
IT_281934,3368
IT_281957,4252
IT_281979,4109
IT_281987,4589
IT_281990,3441
IT_282010,3975
IT_282015,4189
IT_282026,2825
IT_282035,14364
IT_282058,3214
IT_282122,3157
IT_282145,4352
IT_282175,2700
IT_282215,4509
IT_282226,3717
IT_282234,5013
IT_282266,3137
IT_282285,3535
IT_282316,5112
IT_282379,3886
IT_282388,2263
IT_282412,3158
IT_282452,4009
IT_282457,4238
IT_282459,4175
IT_282467,4433
IT_282494,3824
IT_282499,4274
IT_282510,2954
IT_282525,3626
IT_282614,3086
IT_282622,2469
IT_282645,2795
IT_282666,4159
IT_282680,4131
IT_282687,4821
IT_282688,4326
IT_282701,5065
IT_282708,3596
IT_282723,4012
IT_282739,3677
IT_282748,4079
IT_282751,3296
IT_282763,2742
IT_282783,5266
IT_282817,6235
IT_282834,2968
IT_282865,4272
IT_282895,4412
IT_282898,4199
IT_282907,4521
IT_282911,3433
IT_282912,4955
IT_282916,5147
IT_282952,3549
IT_282955,2687
IT_282982,3225
IT_283014,2147
IT_283049,4073
IT_283050,4484
IT_283057,5160
IT_283086,3977
IT_283121,3730
IT_283185,3068
IT_283186,3299
IT_283220,3483
IT_283241,4731
IT_283265,4301
IT_283292,5106
IT_283304,3789
IT_283327,2101
IT_283421,2908
IT_283431,2416
IT_283495,4198
IT_283525,4468
IT_283545,3350
IT_283548,1985
IT_283579,5739
IT_283602,5015
IT_283611,2819
IT_283680,4375
IT_283686,5260
IT_283721,3102
IT_283750,4579
IT_283751,3197
IT_283798,3487
IT_283807,2409
IT_283829,3395
IT_283848,4400
IT_283863,4206
IT_283874,3425
IT_283879,5576
IT_283885,4940
IT_283903,2845
IT_283919,3728
IT_283921,2644
IT_283932,2772
IT_283937,3283
IT_283951,5890
IT_284000,3891
IT_284001,3616
IT_284006,1909
IT_284081,3738
IT_284084,3407
IT_284089,3888
IT_284145,3235
IT_284159,2608
IT_284204,1080
IT_284231,2473
IT_284271,3637
IT_284283,4085
IT_284291,4304
IT_284297,4674
IT_284301,3359
IT_284310,5055
IT_284313,4971
IT_284334,2971
IT_284350,1919
IT_284360,2820
IT_284374,5217
IT_284390,5104
IT_284400,1133
IT_284420,3917
IT_284436,4439
IT_284437,4821
IT_284449,4917
IT_284474,3814
IT_284478,2783
IT_284507,5603
IT_284508,5173
IT_284540,5895
IT_284541,5168
IT_284555,3656
IT_284557,1122
IT_284566,8979
IT_284578,3953
IT_284612,3173
IT_284637,3820
IT_284649,4160
IT_284664,4246
IT_284665,5027
IT_284669,4904
IT_284675,5089
IT_284719,3554
IT_284723,2977
IT_284758,5316
IT_284791,4861
IT_284807,3528
IT_284808,3126
IT_284809,1163
IT_284830,4209
IT_284831,4261
IT_284863,3220
IT_284884,3935
IT_284944,2764
IT_284965,3609
IT_284968,2747
IT_284981,3524
IT_284998,5068
IT_285029,6681
IT_285048,3083
IT_285049,2938
IT_285069,4470
IT_285070,3923
IT_285099,3751
IT_285145,4496
IT_285147,4679
IT_285151,3675
IT_285156,5089
IT_285169,4573
IT_285178,4124
IT_285195,2136
IT_285240,3546
IT_285242,4842
IT_285255,7780
IT_285343,3302
IT_285372,4437
IT_285388,4587
IT_285392,3653
IT_285446,3794
IT_285480,2878
IT_285537,4515
IT_285538,4768
IT_285542,4771
IT_285568,3610
IT_285608,4386
IT_285619,3466
IT_285624,5094
IT_285628,4937
IT_285645,3823
IT_285653,2769
IT_285660,3763
IT_285800,4177
IT_285840,3308
IT_285848,3672
IT_285849,5183
IT_285863,3783
IT_285877,3210
IT_285953,4554
IT_285954,4690
IT_285957,5084
IT_285961,4884
IT_285971,2806
IT_285985,3464
IT_285998,2864
IT_286018,4595
IT_286086,2652
IT_286108,3610
IT_286156,4919
IT_286160,3522
IT_286184,4093
IT_286190,2846
IT_286217,3191
IT_286231,3646
IT_286244,3092
IT_286270,6191
IT_286274,5845
IT_286320,2086
IT_286344,3378
IT_286386,4173
IT_286443,4059
IT_286495,5624
IT_286529,4566
IT_286558,3376
IT_286602,4283
IT_286605,4283
IT_286625,5305
IT_286632,4291
IT_286645,2462
IT_286660,3289
IT_286695,5392
IT_286696,4703
IT_286736,2396
IT_286757,3523
IT_286774,3843
IT_286799,5065
IT_286822,4468
IT_286840,3465
IT_286843,2959
IT_286915,1086
IT_286930,4217
IT_286939,2644
IT_286961,3617
IT_287002,4543
IT_287005,3398
IT_287006,5398
IT_287014,3979
IT_287016,5161
IT_287026,3977
IT_287050,4067
IT_287053,3131
IT_287067,3687
IT_287135,4218
IT_287137,2762
IT_287143,2153
IT_287149,4889
IT_287177,3919
IT_287199,4535
IT_287204,5494
IT_287208,5317
IT_287210,3857
IT_287218,5208
IT_287221,4879
IT_287249,2588
IT_287296,2323
IT_287309,2840
IT_287327,4655
IT_287342,2383
IT_287343,5893
IT_287345,3692
IT_287348,2783
IT_287436,3915
IT_287453,2394
IT_287461,3691
IT_287464,3542
IT_287468,2697
IT_287496,4753
IT_287545,3974
IT_287591,3771
IT_287632,4598
IT_287652,3412
IT_287656,3173
IT_287681,3563
IT_287788,3902
IT_287806,4399
IT_287814,4738
IT_287853,2462
IT_287865,3527
IT_287868,2896
IT_287877,2734
IT_287895,3583
IT_287920,5649
IT_287981,3827
IT_287984,3733
IT_288002,3321
IT_288032,4743
IT_288039,5107
IT_288041,4446
IT_288057,4026
IT_288060,5359
IT_288086,3452
IT_288090,2761
IT_288118,3131
IT_288121,2999
IT_288125,4656
IT_288140,5252
IT_288169,4223
IT_288178,3888
IT_288201,3024
IT_288221,3587
IT_288243,4133
IT_288252,4637
IT_288278,3915
IT_288289,3524
IT_288292,2145
IT_288302,3511
IT_288305,2769
IT_288382,322
IT_288387,4157
IT_288390,2038
IT_288398,4630
IT_288404,3341
IT_288448,4615
IT_288449,4109
IT_288496,3742
IT_288499,2596
IT_288542,2304
IT_288545,3903
IT_288564,2182
IT_288578,4313
IT_288607,3173
IT_288610,3019
IT_288637,5301
IT_288757,4691
IT_288784,4948
IT_288801,4735
IT_288808,2048
IT_288819,3883
IT_288823,3038
IT_288914,2243
IT_288940,3389
IT_288981,4477
IT_288990,4025
IT_288997,4413
IT_288999,5238
IT_289011,3908
IT_289017,2342
IT_289034,3699
IT_289038,2770
IT_289121,463
IT_289125,4309
IT_289129,2377
IT_289162,4378
IT_289197,4259
IT_289205,4637
IT_289215,4569
IT_289235,4800
IT_289252,4152
IT_289255,3560
IT_289348,2253
IT_289387,3779
IT_289403,4547
IT_289406,4324
IT_289408,4129
IT_289416,5294
IT_289417,5006
IT_289420,3451
IT_289456,2067
IT_289464,3644
IT_289467,3250
IT_289490,3634
IT_289493,5432
IT_289532,264
IT_289541,2148
IT_289594,4111
IT_289605,5029
IT_289621,3894
IT_289640,3479
IT_289643,3086
IT_289674,2501
IT_289697,6057
IT_289731,4290
IT_289738,2417
IT_289771,4044
IT_289786,4570
IT_289788,4288
IT_289795,4707
IT_289808,5382
IT_289817,4635
IT_289839,3826
IT_289842,3327
IT_289861,5727
IT_289876,2418
IT_289909,5199
IT_289924,2515
IT_289933,3548
IT_289946,3203
IT_289965,4890
IT_289987,4639
IT_290084,4728
IT_290085,4246
IT_290093,4542
IT_290097,5555
IT_290115,3814
IT_290137,3747
IT_290150,4329
IT_290232,265
IT_290241,2509
IT_290297,4796
IT_290306,4683
IT_290317,5146
IT_290327,3899
IT_290345,4773
IT_290352,3256
IT_290362,4122
IT_290401,5335
IT_290435,5846
IT_290439,516
IT_290450,3148
IT_290520,5316
IT_290524,4583
IT_290534,3973
IT_290555,3713
IT_290559,3372
IT_290587,4590
IT_290613,5083
IT_290615,2694
IT_290643,1330
IT_290651,4184
IT_290693,4179
IT_290707,4615
IT_290714,5617
IT_290716,5614
IT_290734,2517
IT_290750,3644
IT_290778,5102
IT_290844,2836
IT_290896,4870
IT_290911,4179
IT_290921,2634
IT_290931,3885
IT_290960,5402
IT_291032,2645
IT_291046,3412
IT_291084,4839
IT_291092,5397
IT_291132,3916
IT_291156,5204
IT_291166,1973
IT_291195,4712
IT_291207,4899
IT_291224,3277
IT_291241,3153
IT_291256,6633
IT_291305,358
IT_291306,3952
IT_291368,4365
IT_291401,4067
IT_291405,3967
IT_291433,3097
IT_291442,3329
IT_291443,5601
IT_291464,8768
IT_291513,1050
IT_291537,4354
IT_291540,3100
IT_291561,5039
IT_291565,4132
IT_291596,3817
IT_291620,4256
IT_291650,7343
IT_291697,7906
IT_291707,3312
IT_291708,5068
IT_291716,1875
IT_291786,5271
IT_291815,4150
IT_291837,3191
IT_291863,4715
IT_291883,5679
IT_291920,3208
IT_291947,3030
IT_291969,4439
IT_291975,4550
IT_291995,4570
IT_291997,3956
IT_292098,319
IT_292103,4060
IT_292107,2552
IT_292151,4355
IT_292163,5404
IT_292215,3121
IT_292221,3812
IT_292315,4555
IT_292337,4033
IT_292353,3941
IT_292356,2879
IT_292390,5023
IT_292396,5674
IT_292408,4672
IT_292428,5750
IT_292440,3635
IT_292444,3085
IT_292467,4810
IT_292470,7025
IT_292486,6364
IT_292558,4359
IT_292573,5117
IT_292605,3844
IT_292610,4559
IT_292616,3098
IT_292684,5725
IT_292715,298
IT_292716,3963
IT_292724,2666
IT_292769,4288
IT_292778,3597
IT_292781,5468
IT_292818,3567
IT_292831,3854
IT_292846,4852
IT_292951,4812
IT_292954,4283
IT_293013,4050
IT_293043,4271
IT_293078,432
IT_293079,5026
IT_293085,2665
IT_293121,4740
IT_293128,4195
IT_293135,4631
IT_293151,5015
IT_293160,5401
IT_293166,2479
IT_293184,4234
IT_293197,3059
IT_293266,387
IT_293267,4635
IT_293276,3099
IT_293322,5086
IT_293333,5484
IT_293336,5459
IT_293341,5045
IT_293376,4181
IT_293403,7517
IT_293453,4614
IT_293460,2876
IT_293501,4414
IT_293505,5036
IT_293527,5257
IT_293549,4459
IT_293579,6722
IT_293622,5123
IT_293629,5733
IT_293657,3872
IT_293669,3535
IT_293786,4397
IT_293794,4120
IT_293799,5048
IT_293801,4596
IT_293831,2552
IT_293850,3764
IT_293887,13459
IT_293933,5317
IT_293942,2149
IT_293945,3955
IT_294008,5565
IT_294024,3798
IT_294041,4470
IT_294057,2692
IT_294126,3746
IT_294133,2954
IT_294148,3736
IT_294178,4417
IT_294208,4104
IT_294273,4187
IT_294305,1425
IT_294306,307
IT_294308,5409
IT_294313,3549
IT_294358,4509
IT_294366,4793
IT_294372,5529
IT_294382,5225
IT_294384,4418
IT_294388,3969
IT_294408,5131
IT_294428,3493
IT_294431,4216
IT_294490,4532
IT_294496,2502
IT_294542,4631
IT_294548,4534
IT_294554,5740
IT_294566,5110
IT_294626,6567
IT_294653,367
IT_294654,5056
IT_294655,5702
IT_294704,4486
IT_294782,2398
IT_294787,5671
IT_294797,4630
IT_294804,5029
IT_294825,5594
IT_294854,8825
IT_294870,5169
IT_294886,1467
IT_294889,3873
IT_294916,2708
IT_294929,4872
IT_294936,4766
IT_294937,4709
IT_294945,4715
IT_294987,5004
IT_295007,3482
IT_295027,6502
IT_295050,5403
IT_295051,4225
IT_295072,451
IT_295073,5371
IT_295080,1948
IT_295095,3703
IT_295103,4252
IT_295121,4361
IT_295130,4721
IT_295134,5104
IT_295207,14044
IT_295250,389
IT_295251,4463
IT_295257,3683
IT_295296,4363
IT_295303,4612
IT_295308,5628
IT_295313,6204
IT_295322,4460
IT_295327,4080
IT_295389,4354
IT_295393,8105
IT_295395,5174
IT_295396,6740
IT_295423,3027
IT_295466,4683
IT_295479,5622
IT_295482,5863
IT_295483,4672
IT_295536,4494
IT_295595,360
IT_295597,4084
IT_295637,4691
IT_295648,5374
IT_295654,5546
IT_295666,5061
IT_295713,3492
IT_295751,5491
IT_295752,3302
IT_295768,4807
IT_295783,3715
IT_295810,4653
IT_295815,4877
IT_295880,6059
IT_295903,5663
IT_295919,4867
IT_295920,5703
IT_295967,4001
IT_295968,5769
IT_295983,4559
IT_295992,7073
IT_296004,6924
IT_296043,4686
IT_296050,5289
IT_296057,5736
IT_296060,5627
IT_296196,4514
IT_296202,5363
IT_296225,4645
IT_296270,6856
IT_296275,4667
IT_296294,591
IT_296301,3293
IT_296329,4391
IT_296366,5448
IT_296381,3755
IT_296392,5467
IT_296431,4078
IT_296432,7763
IT_296453,7837
IT_296460,3705
IT_296467,4936
IT_296474,5180
IT_296476,4714
IT_296484,5505
IT_296499,4475
IT_296538,4584
IT_296585,1489
IT_296590,3143
IT_296607,5237
